SURVEY_NAME,BIRTHDATE,SEX,GENDER,Q1,Q1_YES,Q1_OTHER,ADDRESS,FAMILY_INCOME,Q2,SCHOOL,SCHOOL_TYPE,ACADEMIC_STATUS,COURSE,Q3,Q3_OTHER,Q4,Q5,Q6,Q6_OTHER,Q7,Q8,Q8_OTHER,Q9,Q9_OTHER,Q3_Free Higher Education (FHE),Q3_Tertiary Education Subsidy (TES),Q6_My family socioeconomic status,Q6_My enrollment in state/government school,Q6_The type of course I am enrolled in,Q6_Others,Q9_Uniform,Q9_Books and other school materials,Q9_Subsidy for school activities,Q9_Others,AGE
Student Survey Entry,2003,Male,Man,No,,,"Sorsogon,Bulan","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Teacher Education,Free Higher Education (FHE),,Yes,4,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,20
Student Survey Entry,2003,Male,Man,No,,,"Sorsogon,Magallanes","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,,,1.0,,,,,1.0,,20
Student Survey Entry,2001,Male,LGBTQIA+,No,,,"Sorsogon,Irosin","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Free Higher Education (FHE),,Yes,8,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,1.0,1.0,1.0,,22
Student Survey Entry,2002,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","100,000 – 124,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Irregular,Business and Management,Free Higher Education (FHE),,Yes,7,My enrollment in state/government school,,No,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,21
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Irregular,Business and Management,Free Higher Education (FHE),,Yes,6,"My family socioeconomic status,The type of course I am enrolled in",,No,My parents or my other relatives will support it,,Books and other school materials,,1.0,,1.0,,1.0,,,1.0,,,22
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Irregular,Business and Management,Free Higher Education (FHE),,Yes,6,My enrollment in state/government school,,No,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,22
Student Survey Entry,2003,Female,LGBTQIA+,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Irregular,Teacher Education,"Free Higher Education (FHE),Tertiary Education Subsidy (TES)",,No,5,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,1.0,1.0,,,,1.0,1.0,1.0,,20
Student Survey Entry,2002,Female,Woman,No,,,"Sorsogon,Donsol","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Teacher Education,"Free Higher Education (FHE),Tertiary Education Subsidy (TES)",,Yes,5,"My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,21
Student Survey Entry,2002,Female,Woman,No,,,"Sorsogon,Casiguran","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Teacher Education,Tertiary Education Subsidy (TES),,No,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,1.0,,1.0,,,,1.0,,,21
Student Survey Entry,2001,Male,Man,No,,,"Sorsogon,Castilla","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Teacher Education,Tertiary Education Subsidy (TES),,Yes,7,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,1.0,1.0,1.0,,,,1.0,,,22
Student Survey Entry,2003,Male,Man,No,,,"Sorsogon,Bulan","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Teacher Education,Free Higher Education (FHE),,Yes,4,My enrollment in state/government school,,No,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,20
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Architecture,Free Higher Education (FHE),,No,4,"My enrollment in state/government school,The type of course I am enrolled in",,No,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,1.0,,,1.0,,,19
Student Survey Entry,2000,Female,Woman,No,,,Sorsogon,"Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Irregular,Teacher Education,Free Higher Education (FHE),,Yes,5,My enrollment in state/government school,,No,My parents or my other relatives will support it,,,Allowance,1.0,,,1.0,,,,,,,23
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Teacher Education,Free Higher Education (FHE),,Yes,2,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,,,1.0,,,,,1.0,,22
Student Survey Entry,2000,Male,LGBTQIA+,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",Yes,Sorsogon State University-Main,State University and Colleges (SUC),Irregular,Business and Management,Free Higher Education (FHE),,No,5,My enrollment in state/government school,,No,I will work part time to support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,23
Student Survey Entry,2003,Female,Woman,No,,,"Sorsogon,Gubat","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Free Higher Education (FHE),,Yes,3,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,20
Student Survey Entry,2001,Male,Man,No,,,"Sorsogon,Irosin","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,6,My enrollment in state/government school,,No,My parents or my other relatives will support it,,Uniform,,1.0,,,1.0,,,1.0,,,,22
Student Survey Entry,2001,Female,LGBTQIA+,No,,,"Sorsogon,Bulusan","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Teacher Education,Free Higher Education (FHE),,No,5,My enrollment in state/government school,,No,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,22
Student Survey Entry,1999,Male,Man,No,,,"Sorsogon,Juban","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,No,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,24
Student Survey Entry,2002,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Teacher Education,Free Higher Education (FHE),,Yes,3,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,21
Student Survey Entry,2003,Female,Woman,Yes,,,"Albay,Camalig","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Free Higher Education (FHE),,Yes,2,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,1.0,,,,,1.0,,,20
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,Irosin","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Free Higher Education (FHE),,Yes,4,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,1.0,1.0,,,,1.0,,,22
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Irosin","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,3,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,1.0,1.0,,,1.0,1.0,,,23
Student Survey Entry,2003,Male,LGBTQIA+,No,,,"Sorsogon,Irosin","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,3,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,,1.0,,,1.0,1.0,,,20
Student Survey Entry,2003,Male,LGBTQIA+,No,,,"Sorsogon,Juban","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,3,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,1.0,1.0,,,1.0,1.0,,,20
Student Survey Entry,2003,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Free Higher Education (FHE),,Yes,3,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,1.0,,,1.0,,,1.0,,,,20
Student Survey Entry,2002,Male,LGBTQIA+,No,,,"Sorsogon,Barcelona","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Health Profession Education,Free Higher Education (FHE),,Yes,4,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Uniform,,1.0,,1.0,,,,1.0,,,,21
Student Survey Entry,2003,Female,Woman,Yes,,,"Sorsogon,Bulusan","Less than 25,000",Yes,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,7,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Books and other school materials",,1.0,,1.0,1.0,,,1.0,1.0,,,20
Student Survey Entry,2002,Male,Prefer not to say,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Architecture,Free Higher Education (FHE),,Yes,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,1.0,,,1.0,,,1.0,,,,21
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","75,000 – 99,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,2,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,,,1.0,,,,,1.0,,19
Student Survey Entry,2003,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,6,"My family socioeconomic status,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Books and other school materials,Subsidy for school activities",,1.0,,1.0,,1.0,,,1.0,1.0,,20
Student Survey Entry,2004,Female,Prefer not to say,No,,,"Sorsogon,Castilla","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,3,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,Books and other school materials,,1.0,,1.0,1.0,,,,1.0,,,19
Student Survey Entry,2004,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,No,2,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,Books and other school materials,,1.0,,1.0,1.0,1.0,,,1.0,,,19
Student Survey Entry,2004,Male,Man,No,,,"Sorsogon,Castilla","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,2,My enrollment in state/government school,,Yes,I will work part time to support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,19
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,Barcelona","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,9,My enrollment in state/government school,,No,I will work part time to support it,,"Uniform,Books and other school materials",,1.0,,,1.0,,,1.0,1.0,,,19
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,Bulusan","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Free Higher Education (FHE),,Yes,2,My enrollment in state/government school,,Yes,I will work part time to support it,,"Uniform,Books and other school materials",,1.0,,,1.0,,,1.0,1.0,,,19
Student Survey Entry,2004,Male,Man,No,,,"Albay,Camalig","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,2,My enrollment in state/government school,,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,1.0,1.0,1.0,,19
Student Survey Entry,2004,Male,LGBTQIA+,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Teacher Education,Free Higher Education (FHE),,Yes,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,19
Student Survey Entry,2004,Male,Man,No,,,"Sorsogon,Bulan","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,2,My enrollment in state/government school,,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,1.0,1.0,1.0,,19
Student Survey Entry,2002,Female,Woman,No,,,"Sorsogon,Matnog","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Tertiary Education Subsidy (TES),,Yes,3,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,1.0,1.0,,,,1.0,1.0,1.0,,21
Student Survey Entry,2003,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Tertiary Education Subsidy (TES),,Yes,3,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,1.0,1.0,,,,,,1.0,,20
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Tertiary Education Subsidy (TES),,Yes,1,My family socioeconomic status,,Yes,I will work part time to support it,,Subsidy for school activities,,,1.0,1.0,,,,,,1.0,,19
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Polangui","Less than 25,000",No,Bicol University-Polangui Campus,Local University and Colleges (LUC),Regular,Engineering and Technology,Tertiary Education Subsidy (TES),,Yes,8,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,"Others, please specify"",""Books and other school materials"",""Others, please specify"",""Uniform"",""Subsidy for school activities"",""Others, please specify",,,1.0,1.0,,,,0.0,0.0,0.0,1.0,23
Student Survey Entry,2003,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Free Higher Education (FHE),,Yes,2,"My family socioeconomic status,My enrollment in state/government school",,No,My parents or my other relatives will support it,,"Uniform,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,,1.0,,20
Student Survey Entry,2004,Male,Man,No,,,"Sorsogon,Casiguran","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,,1.0,,19
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Books and other school materials",,1.0,,1.0,1.0,,,1.0,1.0,,,19
Student Survey Entry,2003,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,3,My enrollment in state/government school,,Yes,I will work part time to support it,,"Uniform,Books and other school materials",,1.0,,,1.0,,,1.0,1.0,,,20
Student Survey Entry,2003,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,1.0,1.0,,,1.0,1.0,,,20
Student Survey Entry,2004,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","75,000 – 99,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Health Profession Education,Free Higher Education (FHE),,Yes,3,My enrollment in state/government school,,Yes,I will work part time to support it,,"Uniform,Books and other school materials",,1.0,,,1.0,,,1.0,1.0,,,19
Student Survey Entry,2003,Female,Woman,No,,,"Sorsogon,Irosin","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Health Profession Education,Free Higher Education (FHE),,Yes,3,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,20
Student Survey Entry,2004,Female,Woman,No,,,"Albay,Camalig","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,3,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,19
Student Survey Entry,2004,Male,LGBTQIA+,No,,,"Sorsogon,Juban","25,000 – 49,999",Yes,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,3,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,19
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,Casiguran","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Business and Management,Free Higher Education (FHE),,Yes,3,"My family socioeconomic status,My enrollment in state/government school",,No,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,19
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Engineering and Technology,Free Higher Education (FHE),,Yes,1,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,1.0,1.0,,,1.0,1.0,,,19
Student Survey Entry,2004,Female,Woman,No,,,"Albay,Camalig","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Architecture,Free Higher Education (FHE),,Yes,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Books and other school materials",,1.0,,1.0,1.0,,,1.0,1.0,,,19
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,Gubat","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Uniform,,1.0,,1.0,1.0,,,1.0,,,,19
Student Survey Entry,2004,Female,Woman,No,,,"Sorsogon,Irosin","50,000 – 74,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Health Profession Education,Free Higher Education (FHE),,Yes,2,My family socioeconomic status,,Yes,I will work part time to support it,,"Uniform,Books and other school materials",,1.0,,1.0,,,,1.0,1.0,,,19
Student Survey Entry,2004,Male,Man,No,,,"Sorsogon,Bulusan","25,000 – 49,999",No,Sorsogon State University-Main,State University and Colleges (SUC),Regular,Maritime Education,Tertiary Education Subsidy (TES),,Yes,8,The type of course I am enrolled in,,Yes,I will work part time to support it,,"Others, please specify",Allowance ,,1.0,,,1.0,,,,,1.0,19
Student Survey Entry,2002,Female,Woman,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",Yes,Bicol University-Daraga Campus,State University and Colleges (SUC),Regular,Social Sciences,Free Higher Education (FHE),,Yes,4,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,Subsidy for school activities,,1.0,,1.0,1.0,,,,,1.0,,21
Student Survey Entry,2002,Female,Woman,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",Yes,Bicol University-Daraga Campus,State University and Colleges (SUC),Regular,Social Sciences,Free Higher Education (FHE),,Yes,4,"My family socioeconomic status"",""My enrollment in state/government school",,Yes,I will work part time to support it,,Subsidy for school activities,,1.0,,0.0,0.0,,,,,1.0,,21
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,Bulan","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Social Sciences,Free Higher Education (FHE),Tulong-Dunong Program (TDP-TES),No,5,"My family socioeconomic status,My enrollment in state/government school,Others, please specify",Grades,Yes,My parents or my other relatives will support it,,"Uniform,Subsidy for school activities",,1.0,,1.0,1.0,,1.0,1.0,,1.0,,22
Student Survey Entry,2001,Female,Man,No,,,"Albay,Daraga (Locsin)","Less than 25,000",No,Bicol University-Main,Local University and Colleges (LUC),Regular,Multi and Interdisciplinary Cluster,Tertiary Education Subsidy (TES),,Yes,4,My family socioeconomic status,,No,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,1.0,1.0,,,,1.0,1.0,1.0,,22
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Computer Communication Development Institute-Legazpi City,Private,Regular,Information Technology Education,Tertiary Education Subsidy (TES),,Yes,5,"My family socioeconomic status,The type of course I am enrolled in",,Yes,I will work part time to support it,,Subsidy for school activities,,,1.0,1.0,,1.0,,,,1.0,,23
Student Survey Entry,1998,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,The Lewis College,Private,Regular,Business and Management,Tertiary Education Subsidy (TES),,Yes,9,"My family socioeconomic status,The type of course I am enrolled in",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,1.0,1.0,,1.0,,1.0,1.0,1.0,,25
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Casiguran","Less than 25,000",Yes,Computer Communication Development Institute-Sorsogon,Private,Regular,Information Technology Education,Tertiary Education Subsidy (TES),,Yes,6,"My family socioeconomic status,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,1.0,1.0,,1.0,,,,1.0,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Computer Communication Development Institute-Sorsogon,Private,Regular,Information Technology Education,Tertiary Education Subsidy (TES),,Yes,6,"My family socioeconomic status,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Subsidy for school activities,Others, please specify",,,1.0,1.0,,1.0,,,,1.0,1.0,23
Student Survey Entry,1996,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Computer Communication Development Institute-Sorsogon,Private,Regular,Information Technology Education,Tertiary Education Subsidy (TES),,Yes,6,"My family socioeconomic status,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Subsidy for school activities,Others, please specify",,,1.0,1.0,,1.0,,,,1.0,1.0,27
Student Survey Entry,1999,Female,Woman,No,,,"Sorsogon,Casiguran","Less than 25,000",No,The Lewis College,Private,Irregular,Teacher Education,Tertiary Education Subsidy (TES),,Yes,10,My family socioeconomic status,,Yes,I will work part time to support it,,"Books and other school materials,Subsidy for school activities",,,1.0,1.0,,,,,1.0,1.0,,24
Student Survey Entry,1999,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,The Lewis College,Private,Regular,Teacher Education,Tertiary Education Subsidy (TES),,Yes,5,"My family socioeconomic status,The type of course I am enrolled in",,Yes,I will work part time to support it,Working student,Subsidy for school activities,,,1.0,1.0,,1.0,,,,1.0,,24
Student Survey Entry,1994,Female,Woman,No,,,"Sorsogon,Juban","Less than 25,000",No,The Lewis College,Private,Regular,Business and Management,Tertiary Education Subsidy (TES),,Yes,9,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,1.0,1.0,,,,,,1.0,,29
Student Survey Entry,1998,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,The Lewis College,Private,Regular,Information Technology Education,Tertiary Education Subsidy (TES),,Yes,10,"My family socioeconomic status,The type of course I am enrolled in",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,1.0,1.0,,1.0,,1.0,1.0,1.0,,25
Student Survey Entry,1996,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Computer Communication Development Institute-Sorsogon,Private,Regular,Information Technology Education,Tertiary Education Subsidy (TES),,Yes,5,"My family socioeconomic status,The type of course I am enrolled in",,No,My parents or my other relatives will support it,,Subsidy for school activities,,,1.0,1.0,,1.0,,,,1.0,,27
Student Survey Entry,2004,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,The Lewis College,Private,Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,2,My family socioeconomic status,,Yes,I will work part time to support it,,"Uniform,Books and other school materials",,1.0,,1.0,,,,1.0,1.0,,,19
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Casiguran","Less than 25,000",No,The Lewis College,Private,Regular,Teacher Education,Tertiary Education Subsidy (TES),,No,3,My family socioeconomic status,,Yes,I will work part time to support it,,Subsidy for school activities,,,1.0,1.0,,,,,,1.0,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,The Lewis College,Private,Regular,Business and Management,Tertiary Education Subsidy (TES),,No,9,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,1.0,1.0,,,,,,1.0,,23
Student Survey Entry,2002,Female,Woman,No,,,"Sorsogon,Bulusan","Less than 25,000",No,The Lewis College,Private,Regular,Teacher Education,Tertiary Education Subsidy (TES),,No,8,"My family socioeconomic status,The type of course I am enrolled in",,Yes,I will work part time to support it,,Subsidy for school activities,,,1.0,1.0,,1.0,,,,1.0,,21
