SURVEY_NAME,BIRTHDATE,SEX,GENDER,Q1,Q1_YES,Q1_OTHER,ADDRESS,FAMILY_INCOME,Q2,SCHOOL,SCHOOL_TYPE,COURSE,STUDY_YEARS,Q3,Q3_OTHER,Q4,Q4_YES,Q5,Q5_OTHER,Q6,Q7,Q8,Q9,Q9_YES,Q10,Q11,Q12,Q13,Q14,Q14_OTHER,Q5_International employment,Q5_Establish own business,Q5_Others,Q5_Obtain scholarship for graduate school,Q5_local employment (within),Q5_local employment (outside),Q14_Free Higher Education (FHE),Q14_Tertiary Education Subsidy (TES),AGE
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Bacacay","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, Bachelor of Science in Computer Science",4,No,,No,,"Local employment, outside of the region ",,10,10,"This comprehensive assistance relieves students of the burdens associated with financial constraints, enabling them to focus on their academic pursuits without the added stress of tuition fees or financial difficulties. As a result, other students and I can fully engage in school activities, knowing that we no longer need to worry about the financial aspect of our education.",No,,"It helps my family, especially with our financial problem. ",,,"With the support of this program, we can fully devote our time and energy to our studies, without being burdened by the constant worry of tuition fees and related expenses. This freedom allows us to explore various educational resources, engage in extracurricular activities, and make the most of our academic experience. As a result, we are empowered to reach our full potential and achieve academic success, knowing that we have the necessary support to thrive in our educational journey. Thank you so much!",,,,,,,,1.0,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Sorsogon,Gubat","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science,4,No,,Yes,Work in the government for at least 2 years,"Local employment, within the region only ",,6,6,The universities provide free school fees for the state universities. Students have the right to indulge the services from the FHE.Universities shall ensure that students have the capability to used the benefits in a good way.,Yes,"Based on my observation, sufficient information for the student must also observed.",It help us to lessen our school problem matter.,"In school matter, the common problem I encounter is improper handling of my activities due to procrastination and insufficient materials.",Proper time management  and be responsible.,all good.,,,,,,,1.0,,,,22.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Malinao","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology,2019-2023,No,,Yes,Work in the government for at least 2 years,"Local employment, within the region only ",,2,2,"Universal Access to Quality Tertiary Education Act allows higher education more accessible and affordable for Filipino students like me. By reducing financial barriers and enhancing the quality of education, it opens up opportunities for other Filipino students to pursue their academic and career goals, regardless of their economic background.",Yes, ,"The impact of the UAQTEA on families is the financial relief it provides. By offering free tuition in state universities and colleges (SUCs), local universities and colleges (LUCs), and state-run technical-vocational institutions (TVIs), the act reduces the financial burden on families. They no longer have to worry about paying high tuition fees, which can be a significant expense for many families.",,,"Universal Access to Quality Tertiary Education Act (UAQTEA) implementation in the Philippines is a commendable initiative aimed at expanding access to higher education and reducing financial barriers for students. It has the potential to positively impact individuals, families, and society as a whole. The act's emphasis on providing free tuition and financial assistance helps alleviate the financial burden on families, particularly those from lower-income backgrounds, enabling them to invest in their children's education. Making higher education more accessible and affordable, which can contribute to social mobility, economic growth, and the development of a skilled workforce. By addressing the issues and striving for continuous improvement, the UAQTEA has the potential to create positive change and provide greater opportunities for Filipino students to pursue their educational aspirations.",,,,,,,1.0,,,,22.0
Student Survey Exit,2001,Female,Man,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,5,5,I was able to finish college without worrying about the tuition fee. I did not worry about where to get payment for my enrollment because it is already free. All I have to worry about is my studies and how to finish it.,No,,My family did not need to worry about my tuition and how I can get through college.,,,It was a very good program especially for less fortunate students like me.,,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,City Of Tabaco","50,000 – 74,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science,4 years,No,,No,,"Local employment, outside of the region ",,5,5,I didn't pay a single peso for my tuition throughout my college years. I am grateful for this program because it immensely helped me and my family. My parents won't have to worry about the tuition fee and I can access a quality education.,No,,My family didn't have to worry much about the tuition fees that we need to pay every semester. ,NONE,NONE,This is a good program and should be implemented all-throughout.,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,Casiguran","125,000 and above",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, Computer Science",4,No,,No,,"Local employment, within the region only ",,8,8,Free tuition is good since I dont have to pay expensive fees from my college. It helps me greatly to learn freely without worrying about other fees. It also provided accessibility to all facilities like the library and i dont need to pay the valid ids since its already covered by the program.,No,,The impact of UAQTE helped my family to focus on their jobs since they dont have to worry on school tuition.,,,"Overall, its excellent and hopefully this goes on for years because its very helpful for people who dont have financial stability to pay tuitions",,,,,,,1.0,,,,23.0
Student Survey Exit,,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"Bicol University, Computer science",4,No,,Yes,,"Local employment, within the region only ",,6,6,my experience is that because of this free education we no longer have to relay on our parents for tuition. as being part of the minimum wage earners parents we don't have that much money to go to private school so we have to relay on local university. since this free education we dont have to pay for miscellaneous in state university.,No,,my parents thank me for passing to a university that offer free education so that they dont have to work hard or borrow money to send to me college,they was none,,overall its good.,,,,,,,1.0,,,,
Student Survey Exit,2000,Female,Woman,No,,,"Albay,City Of Tabaco","Less than 25,000",Yes,Bicol University-Main,State Universities and Colleges (SUCs),BS in Computer Science,4 years,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,10,10,I have experienced going to college without paying tuition and other miscellaneous fees which is indeed beneficial to students like me. I was able to experience all the things a college student have to experience even if my parents doesn't make enough money to pay for my education. College life was indeed fun and I am grateful to experience it with the help of UAQTE.,No,,UAQTE help me in finishing my studies without having to pay tuition fees which is indeed helpful to me and my family.,Academic challenges,I have worked harder in understanding our lessons ,"It is certainly beneficial, especially for students like me whose family doesn't make enough money to pay for all of the kids' educations.",,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Oas","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"Bicol University College of Science, BS Information Technology",2019-2023,No,,Yes,,"Local employment, outside of the region ",,9,9,"Being selected as a recipient of the UAQTE program truly made a significant difference in my college experience, especially in terms of financial support. The program provided me with much-needed assistance that alleviated the financial burden associated with my education. As a result, I was able to focus more on my studies and explore other aspects of college life, enhancing my overall quality of life during those years.",Yes,If a certain minimum grade weighted average requirement were associated with a reward or incentive each semester.,"With the absence of tuition expenses due to the UAQTE program, I found myself in a unique position to allocate the money that was my for tuition towards other important matters. I decided to set aside those funds for savings purposes, which eventually transformed into an emergency fund. This unexpected opportunity allowed me to establish a financial safety net, providing a sense of security and peace of mind for any unforeseen circumstances that may arise. the UAQTE program proved to be beneficial not only for me but also for my family. In times of emergencies, such as during typhoons, having the extra money that would have been allocated towards my tuition proved to be a significant advantage. It allowed us to have additional funds readily available to address any unexpected expenses or provide support to our family during challenging times.","Fortunately, my experience as a beneficiary of UAQTE was relatively smooth, with minimal major issues or challenges to navigate. The primary hurdle I faced was adapting to online classes during the COVID-19 pandemic.","I consciously shifted my mindset, believing that every circumstance has a purpose, and persevered despite the challenges we faced in these challenging times.","The UAQTE program has proven to be incredibly beneficial, positively impacting a multitude of individuals in their college life. I firmly believe that this program has played a vital role in empowering countless individuals to pursue their education without the burden of financial constraints, allowing them to unlock their full potential and achieve their academic goals. ",,,,,,,,1.0,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Bacacay","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"BUCS, Bachelor of Science in Computer Science ",4 years,No,,No,,"Local employment, within the region only ",,9,9,"UAQTE contribute a lot in my college life because without this,I won't be able to study freely.And because of this I don't need to think about my tuition fees.This helped a lot to my parents because their expenses lessen because of it.",No,,"As a student with a family who has lower than 25k income monthly,UAQTE helped us a lot to finished my study.Without it I don't think I can finished my 4years in Bicol University without financial struggles that's why we are very thankful for UAQTE.",,,All goods and we are very thankful ,,,,,,,1.0,,,,22.0
Student Survey Exit,1998,Female,Man,No,,,"Sorsogon,Irosin","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Computer Science",5 years,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,10,10,,Yes,,,,,,,,,,,,,1.0,,,25.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,Pilar","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),"Bicol University,  BS Computer Science ",4yrs,No,,No,,"Local employment, within the region only ",,5,8,,No,,Good,Money,Hardworking ,Good,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science ,2019-2023,No,,No,,International employment,"Not allowed to check all thy applies, I am including the other two local employment choices ",10,10,I am very thankful to be part of it. I would have had a very hard time with schooling without it. It benefited me a lot and now I am about to finish my college because of it.,No,Offer more support in school materials for example Thesis and other stuffs,Greatly and positively impacted us,Thesis,Working hard and not giving up,Excellent ,,,1.0,,,,,,,,23.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Daraga (Locsin)","50,000 – 74,999",Yes,Bicol University-Main,Local Universities and Colleges (LUCs),Bicol University College of Science BS IT,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,8,8,"It has enabled me regardless of the financial stability or family background, to have access to a proper education and improve my knowledge. It promoted me and the others to have equal opportunities also it assisted me too find a job with the equal skills I have attained.",No,,Financially it aided my family not to pay the education.,I can't think of any issues since I'm satisfied.,,I guess 8 out of 10 there are still flaws but I can't seem to think of but rating it 8 so it can still improve in the future.,,,,,,,,1.0,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Malinao","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology ,2019-2023,No,,No,,International employment,,7,6,"As a beneficiary of UAQTE, I could say that because of this I was able to study in one of the most aspired school in our region as it provides a quality education that will be helpful to our future careers.",No,,...,...,...,...,,,1.0,,,,,,,,22.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science,2019-2023,No,,No,,"Local employment, outside of the region ",,4,8,Tuition and other school fees are free and free library access.,No,,"Since tuition and other fees are free, expenses are lessened.",Other school fees that are not covered by UAQTE.,Support from family.,Tertiary education became more affordable.,,,,,,,,1.0,,,23.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Santo Domingo (Libog)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Computer Science,2019-2023,No,,No,,"Local employment, outside of the region ",,6,6,"As a UAQTE recipient, I got the opportunity to further my education with financial aid. This program considerably reduced the financial burden of tuition fees and other expenses, allowing me to focus on my academics without being concerned about money. Being a UAQTE recipient not only provided me with access to high-quality education, but also provided various opportunities for personal development and academic performance. I am deeply grateful for the assistance I received, as it aided my scholastic career.",Yes,,This program considerably reduced the financial burden of tuition fees and other expenses for my family.,n,n,Very helpful,,,,,,,,1.0,,,22.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,City Of Tabaco","50,000 – 74,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, Computer Science 2023",2019-2023,No,,No,,"Local employment, within the region only ",,8,8,So thankful to be one of the beneficiaries of UAQTE. Being part of this scholarship is such a great help as it alleviates the financial burden on my parents. I am forever grateful to the government.,No,,Being part of this scholarship is such a great help as it alleviates the financial burden on my parents.,"As far as i have known, i did not encounter any issues or challenges in UAQTE.","As far as i have known, i did not encounter any issues or challenges in UAQTE.","I hope that this initiative will continue, allowing more students to experience tuition-free education.",,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Manito","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science ,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,5,5,As one of the beneficiary of the UAQTE I've able to pay may expenses at school and even support may daily allowance.,Yes,Stipend must be on time.,It ease our educational expenses.,The delayed release of allowance ,My family supports me. ,Good,,,,,,,,1.0,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Oas","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"Bicol University, BS Computer Science ",4,No,,No,,"Local employment, within the region only ",,9,10,"Free education has been a great experience for many students. Firstly, it has allowed them the opportunity to access quality education without financial constraints. Secondly, it has made education more inclusive and diverse, as students from all backgrounds can study together without any discrimination. Lastly, free education has enabled students to focus heavily on their academic pursuits and explore their interests without being burdened by the fear of debt, making it a truly enriching experience.",Yes,,"Free education has a tremendously positive impact on my family. Firstly, it enables the me to receive education and climb the ladder of social mobility, ultimately benefiting the entire family and community. Secondly, it eliminates the financial burden of my parents who otherwise would have to pay for my education, helping them save money for other necessities. ",Competition to be part of a university that offers free education ,Tried my best to get in.,"Free education is highly beneficial for numerous reasons. Firstly, it gives everyone, regardless of their financial background, the ability to attain a level of education that can potentially help them succeed in life. Secondly, it helps reduce inequality by giving disadvantaged individuals the same opportunities as those who can afford to pay. Lastly, it contributes to the overall growth and development of society, as it increases knowledge and intellectual opportunities, leading to more innovation and advancement.",,,,,,,1.0,,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Daraga (Locsin)","Less than 25,000",Yes,Bicol University-Main,Local Universities and Colleges (LUCs),BS Information Technology,4,No,,Yes,,"Local employment, within the region only ",,8,8,"As a beneficiary, the subsidy was a great help in my financial needs at school and in my personal needs. My parents cannot really afford my school expenses due to our financial status. With the help of this scholarship and my part-time job, I was able to finish my study and graduate with honors.  ",Yes,I hope that the date of release of the stipend will be followed.,It helped to sustain my needs so I'm not a burden to my family.,"Only when an emergency happened and I needed it the most, but the admin said they had no funds yet.","I was really depressed then so I thought I might just drop out, but a friend helped me and offered me work.",Thank you so much for helping students like me who are poor.,,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,4,No,,No,,"Others, please specify",Continue studying at a medical school,9,9,I find it very helpful to a great majority of the student population in the Philippines. I hooe it continues to be implemented and improved.,Yes,"Include more benefits to it, specifically those catered to very poor student families",It made my collee education possible.,Expenses of school activities,Ask for financial aid from relatives,Good. Can be better.,,,,,1.0,,,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"Bicol University-Main, College of Science, BS Biology",2019-2023,No,,Yes,Work in the region (public or private) for at least 2 years,"Others, please specify",Local employment within/outside of the region,6,6,It was good.,No,,"It helped me to pursue my course, and relieved my parents of the burden of financial stress.",,"With determination, willpower and dedication",The implementation of UAQTE was great. It really help a lot of students.,,,,,1.0,,,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Daraga (Locsin)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,4,No,,No,,"Local employment, outside of the region ",,5,7,Having free education was quite a pressure but it motivated me to do better in my academics. It was an advantage especially i want to lessen the my parent’s burden in educational expenses. I was able to enjoy my course without worrying too much.,Yes,,It helped lessen the burden in educational expenses,none,none,good,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Male,Prefer not to say,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),Bachelor of Science in Computer Science,4,No,,No,,"Local employment, outside of the region ",,2,2,,No,,,,,,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Com sci,2019-2023,No,,No,,"Local employment, within the region only ",,10,10,i dont think this will reach until 3 sentences. i am just thankful that i didnt need to pay for my tuition which was a big help,No,,made life easier,none,none,it was good,,,,,,,1.0,,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Santo Domingo (Libog)","100,000 – 124,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Computer Science,4,No,,No,,Establish own business,,5,7,"I was able to go to college without paying for tuition fee, it helps not only me but also my parents. ",Yes,Include other school expenses,It helps a lot,none,,good,,,,1.0,,,,,,,22.0
Student Survey Exit,2000,Female,Prefer not to say,No,,,"Albay,Polangui","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Chemistry,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,6,8,The UAQTE is a great help to students in SUCs. However there are a lot more to be improved in the program. More inclusions in subsidies can be included because there are more expenses aside the tuition fee. Dormitory allowance and uniform allowance are examples of it.,Yes,"Expand subsidy allowances which includes dormitory, uniform and food allowances to deserving students. Also, the selection process must really cater those in the marginalized sector.",It made the financial burdens of our family lighter.,"Even if I have the privilege of the free education, there were times that I got short on budget due to school fees especially when we are accomplishing our thesis.",I plan ahead of my priorities in terms of finances so that I can survive with my limited budget.,"Over all, it is a great help to the students yet it must cover other fees like the thesis fee and OJT fee. ",,,,,,,,1.0,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Sorsogon,Donsol","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Computer Science,4,No,,No,,"Local employment, outside of the region ",,9,9,"As one of the beneficiaries of the UAQTE, I was able to complete my college degree without a financial problem. It helped not just me but also my family because the money that was supposed to be for my education was used for other important matters. ",Yes,Im not sure ,It helped us a lot financially ,,,,,,,,,,,1.0,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Sorsogon,Donsol","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Computer Science,4,No,,No,,"Local employment, outside of the region ",,9,9,"As one of the beneficiaries of the UAQTE, I was able to complete my college degree without a financial problem. It helped not just me but also my family because the money that was supposed to be for my education was used for other important matters. ",Yes,Im not sure ,It helped us a lot financially ,,,,,,,,,,,1.0,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Sorsogon,Donsol","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Computer Science,4,No,,No,,"Local employment, outside of the region ",,9,9,"As one of the beneficiaries of the UAQTE, I was able to complete my college degree without a financial problem. It helped not just me but also my family because the money that was supposed to be for my education was used for other important matters. ",Yes,Im not sure ,It helped us a lot financially ,,,,,,,,,,,1.0,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Legazpi City (Capital)","25,000 – 49,999",Yes,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science,2019-2023,No,,Yes,Work in the region (public or private) for at least 2 years,"Local employment, within the region only ",,8,9,"UAQTE is a great initiative intended for improving the quality of higher education in our country. As a UAQTE beneficiary, I believe one benefit it provides is a faster enrollment process because we no longer need to complete multiple procedures before enrolling, such as accomplishing the advising slip and heading to the cashier to pay the tuition fee. The Free Higher Education program simplified and eased the enrollment procedures. However, there were fees that we had to pay that weren't mandated by law, such as the Thesis and OJT Fees.",Yes,"Disbursing funds on time and adding other expenses such as thesis and OJT fees in the law. It would also be beneficial to incorporate extra benefits such as school uniforms, book allowances, and other resources, particularly for deserving students who are financially incapacitated.","I must say that it did help me a lot in my studies, giving ease and not worrying about the matriculation expenses, especially knowing that my parents still have a lot on their shoulders. I am grateful that this kind of law has been established, and I only hope that its implementation improves further and that future generations will be given the opportunity to fulfill their hopes and dreams.","One concern I noticed with the implementation is the delay in processing funds because every time I check my certificate of registration, it shows that I still have a balance from prior semesters, which I believe is due to unprocessed payments. Although students are not directly affected because it is already the responsibility of the government, unpaid fees will only grow in the future if not addressed. And I think this will have the most impact on SUCs.","The issue I mentioned is beyond the student's control, and the implementor should be the one designing solutions to address it.",I am satisfied with the implementation of the UAQTE and look forward to its reinforcement in the near future.,,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Camalig","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),BS Biology,2019-2023,No,,No,,"Local employment, within the region only ",,9,9,UAQTE helped me financially all throughout college.,No,,UAQTE helped my family and I financially. It lessened our financial burdens.,"The pandemic demotived me a lot, academically, especially on our laboratory classes.","I improved my way of thinking, and had a positive mindset.","It was extremely helpful, and I will always be thankful for this program.",,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Masbate,City Of Masbate (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS in Computer Science,4 years,No,,No,,"Local employment, outside of the region ",,8,8,The Universal Access to Quality Education had given me an opportunity to study on my desired school. Because of it I gain more skills and knowledge on my preferred course. It also helped me and my parents lessen the cost of being a college student.,No,,Helped us lessen the cost of studying and living,"The challenges I encounter, despite of having free education in college. Is having less allowance during my college.","I started having a part time Job. inside and outside the university, like student assistant and doing commission for other students",Keep the free education to help more students and families,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Santo Domingo (Libog)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Computer Science",2019-2023,No,,No,,"Local employment, within the region only ",,10,10,I'd want to impart my experience as a UAQTE program participant. It greatly enhanced my life. I was enabled go to university because I received free tuition and financial assistance. I graduated from UAQTE and now have a brighter future.,No,,UAQTE has had a major effect on my family and me. It allowed me to pursue higher education without financial constraints. This has not only boosted my future possibilities but has also raised the hopes of my family for a better life.,"Several problems confronted me during my time as a UAQTE beneficiary. For starters, there was fierce rivalry for few program spots, making the selection process extremely difficult. Second, adjusting to the demanding academic demands of university education necessitated considerable effort and time management skills. Finally, I had to overcome the stigma connected with receiving financial aid, as some people had preconceptions about UAQTE beneficiaries' skills."," I remained motivated and focused on my objectives. I sought advice from mentors and made use of UAQTE's support services. To meet academic challenges, I also developed great time management and study abilities. Furthermore, I actively attempted to fight and overcome negative stereotypes by demonstrating my dedication and academic accomplishment.","Overall, I am really pleased with the UAQTE program's implementation. It has proven to be a transformative program, making higher education accessible to those from poor backgrounds like mine. The complete support and financial help provided by the program have had a huge beneficial impact on my life and the lives of many others.",,,,,,,1.0,,,,23.0
Student Survey Exit,1999,Male,Man,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Computer Science",2019-2023,No,,No,,"Local employment, outside of the region ",,10,10,"As a beneficiary of the UAQTE, my experience has been transformative and empowering. The program has not only relieved the financial burden of tuition fees but has also provided me with access to high-quality education, enabling me to pursue my academic dreams without limitations. Being part of this initiative has given me the opportunity to unlock my full potential, broaden my horizons, and shape a brighter future for myself and my community.",No,,"The impact of UAQTE on me and my family has been profound and life-changing. As a beneficiary, I have been able to pursue higher education without the financial burden that often restricts many individuals from accessing quality education. This opportunity has not only expanded my knowledge and skills but has also opened doors to better career prospects and a brighter future. Additionally, my family has experienced a sense of relief and pride, knowing that I am receiving a quality education and building a solid foundation for success. The UAQTE has brought about positive changes in our lives, empowering us to break the cycle of limited opportunities and create a better future for generations to come.","While the UAQTE program has numerous benefits, there are also some issues and challenges that I have encountered. One of the main challenges is the high demand for the program, leading to limited availability of slots in tertiary institutions. This can result in intense competition and a more rigorous selection process. Additionally, logistical issues such as the distance and cost of transportation to and from the chosen institution may pose challenges for some beneficiaries, especially those coming from remote areas. Lastly, adapting to the academic rigor of higher education can be overwhelming for some individuals, requiring additional support and resources to ensure a smooth transition. However, despite these challenges, the long-term benefits of the UAQTE program often outweigh the initial hurdles, providing a transformative educational experience for many students.",Just go on and face the challenges,An excellent implementation as it caters students to higher education.,,,,,,,,1.0,,,24.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology,4,No,,Yes,,"Local employment, within the region only ",,8,9,Good overall experience since the financial burden was taken off the table.,No,,Better financial stability.,Academic struggles.,By working hard.,Very helpful for students.,,,,,,,1.0,,,,23.0
Student Survey Exit,,Male,Man,No,,,"Albay,Legazpi City (Capital)","50,000 – 74,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology,4,No,,No,,"Local employment, within the region only ",,8,10,"It helps me a lot in terms of financial aspects. With the free education, I finished my college degree without giving any tuition fee.",Yes,Focus on the student who are really in need.,Less bill on our budget list.,,,It is really efficient in helping under privileged students in achieving their dreams.,,,,,,,1.0,,,,
Student Survey Exit,2001,Male,Man,No,,,"Albay,Pio Duran","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),BS Computer Science,4 years,No,,Yes,,International employment,,5,7,"I am proud of myself because I am one of the chosen few who learn for free. This also helps me to work hard on my studies. Overall, I am so thankful.",No,n,helps in financial problem,,,It was successful,,,1.0,,,,,,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Guinobatan","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Computer Science ,4 years,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,6,9,It helped me study without having to worry about my tuition fee. ,Yes,I hope they would give us subsidy for thesis,I guess it's good,"The lack of fund for my daily commute, food allowance and fund for thesis",I just asked money from my parents,"It is good, but it could still improve",,,,,,,1.0,,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Legazpi City (Capital)","100,000 – 124,999",Yes,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science ,4 years,No,,No,,"Local employment, outside of the region ",,5,7,I am grateful as one of the beneficiaries of UAQTE. Since I was able to study without spending money. It also helped my family's financial burden.,Yes,Provide more assistance to students especially when conducting their undergraduate thesis.,"Instead of spending money on my education, the money can be used to other matters like food, clothes, etc. Free education is really beneficial to me and my family.","Even though I am a recipient of free education, there are still things that I need money. Such as getting medical certificate and other requirements for our OJT .","I worked, so that I have money to spend on these requirements.","It is really helpful, however I hope that other less privileged students can also experience free education. ",,,,,,,,1.0,,,22.0
Student Survey Exit,2001,Male,LGBTQIA+,No,,,"Masbate,San Jacinto","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"Bicol University College of Science, BS Biology",4 Years,No,,No,,Obtain scholarship for graduate school,,7,7,I'm grateful that through this program I was able to study in the most prestigious university in the Bicol region. The program helped my study in many ways. It lessen the burden for my family to provide me a quality education. It also helps me achieve my dream career path.,Yes,More specified budget allocations and provide more Awareness to the beneficiaries and the community.,It helps a lot.,Financial problem for other school requirements and activities.,Through my family's support.,"Can still be improved, but already a milestone for every young Filipino dreamer.",,,,,,1.0,,,,,22.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Guinobatan","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,4,No,,Yes,Work in the government for at least 2 years,"Local employment, outside of the region ",,5,8,"As a beneficiary, it was really helpful that there did not pay any tuition fee at all. Especially during the times of pandemic, it was a huge relief. Unlike with private schools that even it is just online classes, the fees are still expensive. ",No,,It somehow made the budget for education go lighter.,,,It is really helpful for the students who really want to study but cannot afford high rates tuition,,,,,,,,1.0,,,23.0
